********************************************************************************
LOGGING TIME: 20200927_150409
CLIENT IP: 192.168.1.102
USERNAME: nishanth
OS: Windows 10
ARCHITECTURE: x86
VERSION: 10.0
RESOLUTION: 1920.0 1080.0
********************************************************************************
MR, 1, 1602022801512
MM, 1818, 474, 10
MM, 1818, 474, 10
MM, 1818, 474, 20
MM, 1817, 474, 10
MM, 1813, 475, 10
MM, 1804, 477, 0
MM, 1791, 483, 10
MM, 1771, 487, 10
MM, 1740, 497, 10
MM, 1716, 506, 0
MM, 1695, 512, 11
MM, 1677, 518, 9
MM, 1661, 521, 5
MM, 1647, 524, 5
MM, 1633, 526, 10
MM, 1623, 526, 0
MM, 1612, 528, 10
MM, 1605, 528, 10
MM, 1598, 529, 10
MM, 1593, 529, 0
MM, 1589, 529, 10
MM, 1585, 530, 10
MM, 1583, 531, 0
MM, 1582, 531, 10
MM, 1580, 533, 12
MM, 1579, 535, 5
MM, 1578, 537, 3
MM, 1578, 540, 10
MM, 1578, 544, 10
MM, 1578, 549, 5
MM, 1580, 556, 5
MM, 1582, 562, 10
MM, 1584, 568, 0
MM, 1586, 572, 10
MM, 1589, 575, 10
MM, 1591, 576, 10
MM, 1592, 578, 0
MM, 1592, 580, 11
MM, 1592, 580, 9
MM, 1592, 582, 2
MM, 1592, 584, 8
MM, 1592, 585, 10
MM, 1592, 587, 0
MM, 1591, 591, 10
MM, 1589, 594, 10
MM, 1584, 598, 10
MM, 1572, 603, 5
MM, 1557, 606, 5
MM, 1529, 605, 10
MM, 1487, 601, 1
MM, 1447, 593, 9
MM, 1408, 589, 11
MM, 1379, 585, 0
MM, 1351, 583, 11
MM, 1330, 582, 8
MM, 1313, 582, 10
MM, 1298, 582, 0
MM, 1285, 582, 10
MM, 1275, 582, 10
MM, 1268, 582, 0
MM, 1263, 582, 15
MM, 1260, 583, 5
MM, 1258, 583, 0
MM, 1258, 583, 10
MM, 1245, 581, 232
MM, 1228, 575, 8
MM, 1205, 570, 10
MM, 1189, 567, 10
MM, 1174, 566, 0
MM, 1161, 563, 10
MM, 1147, 562, 10
MM, 1134, 562, 0
MM, 1124, 562, 10
MM, 1114, 562, 10
MM, 1107, 562, 5
MM, 1099, 562, 5
MM, 1090, 562, 10
MM, 1085, 563, 10
MM, 1080, 563, 3
MM, 1075, 563, 7
MM, 1071, 564, 10
MM, 1068, 564, 5
MM, 1064, 564, 5
MM, 1063, 565, 10
MM, 1060, 565, 0
MM, 1059, 565, 15
MM, 1058, 566, 5
MM, 1057, 566, 10
MM, 1056, 566, 10
MM, 1055, 566, 23
MM, 1055, 566, 7
MM, 1054, 566, 5
MM, 1053, 566, 10
MM, 1052, 566, 5
MM, 1050, 566, 10
MM, 1048, 566, 5
MM, 1046, 566, 5
MM, 1044, 565, 10
MM, 1043, 565, 5
MM, 1041, 564, 5
MM, 1040, 564, 10
MM, 1039, 564, 0
MM, 1039, 564, 10
MM, 1038, 564, 13
MM, 1037, 564, 7
MM, 1037, 564, 10
MM, 1036, 564, 25
MM, 1035, 564, 5
MM, 1034, 564, 10
MM, 1033, 564, 5
MM, 1029, 564, 5
MM, 1024, 564, 10
MM, 1016, 564, 0
MM, 1009, 563, 14
MM, 999, 562, 6
MM, 992, 562, 3
MM, 985, 562, 12
MM, 982, 562, 6
MM, 979, 562, 9
MM, 976, 562, 0
MM, 973, 562, 10
MM, 972, 562, 10
MM, 970, 562, 7
MM, 967, 562, 3
MM, 966, 562, 10
MM, 965, 562, 5
MM, 964, 562, 5
MM, 964, 562, 10
MM, 963, 562, 0
MM, 962, 562, 13
MM, 962, 562, 7
MM, 962, 562, 10
MM, 961, 562, 20
MM, 960, 562, 10
MM, 959, 562, 30
MM, 959, 562, 10
MM, 959, 562, 5
MM, 959, 562, 8
MM, 958, 562, 7
MM, 958, 563, 10
MM, 957, 563, 12
MM, 957, 564, 8
MM, 957, 564, 0
MM, 957, 564, 9
MM, 956, 564, 8
MM, 956, 564, 246
MM, 956, 564, 6
MM, 957, 564, 16
MM, 958, 564, 15
MM, 958, 564, 50
MM, 959, 564, 55
MM, 960, 564, 25
MM, 961, 564, 5
MM, 961, 564, 5
MM, 962, 564, 10
MM, 963, 564, 0
MM, 963, 564, 14
MM, 964, 564, 6
MM, 965, 564, 10
MM, 965, 564, 10
MM, 966, 564, 5
MM, 967, 564, 5
MM, 968, 564, 20
MM, 968, 565, 0
MM, 969, 565, 10
MM, 970, 565, 10
MM, 970, 565, 20
MM, 970, 566, 10
MM, 971, 566, 10
MM, 972, 566, 10
MM, 973, 567, 40
MM, 973, 567, 20
MM, 974, 567, 10
MM, 974, 567, 4
MM, 975, 567, 6
MM, 975, 567, 20
MM, 976, 567, 20
MM, 977, 567, 10
MM, 978, 567, 44
MM, 978, 567, 26
MM, 979, 567, 90
MM, 980, 567, 10
MM, 981, 567, 10
MM, 985, 567, 5
MM, 988, 566, 5
MM, 995, 561, 10
MM, 1004, 556, 0
MM, 1014, 548, 10
MM, 1027, 540, 10
MM, 1039, 533, 10
MM, 1048, 528, 5
MM, 1051, 526, 7
MM, 1054, 524, 8
MM, 1055, 524, 10
MM, 1055, 523, 10
MM, 1055, 522, 0
MM, 1055, 521, 20
MM, 1055, 517, 10
MM, 1053, 510, 0
MM, 1052, 500, 10
MM, 1050, 488, 10
MM, 1047, 474, 0
MM, 1043, 459, 10
MM, 1037, 444, 10
MM, 1032, 433, 5
MM, 1027, 424, 5
MM, 1023, 418, 10
MM, 1019, 414, 10
MM, 1016, 412, 0
MM, 1014, 410, 10
MM, 1012, 408, 10
MM, 1010, 406, 0
MM, 1009, 405, 10
MM, 1008, 403, 10
MM, 1006, 401, 10
MM, 1004, 398, 1
MM, 1002, 397, 9
MM, 1002, 395, 10
MM, 1001, 393, 5
MM, 1001, 392, 5
MM, 1001, 390, 10
MM, 1000, 387, 0
MM, 1000, 386, 10
MM, 999, 386, 10
MM, 999, 385, 10
MM, 998, 385, 0
MM, 998, 384, 10
MM, 998, 384, 10
MM, 998, 383, 0
MM, 997, 382, 20
MM, 997, 382, 0
MM, 996, 381, 15
MM, 995, 380, 5
MM, 995, 379, 10
MM, 994, 379, 10
MM, 994, 378, 10
MM, 993, 377, 5
MM, 993, 377, 5
MM, 992, 376, 10
MM, 992, 375, 5
MM, 990, 374, 5
MM, 990, 373, 10
MM, 990, 373, 10
MM, 989, 372, 0
MM, 988, 371, 10
MM, 987, 371, 10
MM, 986, 370, 10
MM, 985, 370, 10
MM, 984, 369, 10
MM, 984, 369, 0
MM, 982, 369, 10
MM, 981, 369, 10
MM, 980, 369, 0
MM, 978, 369, 10
MM, 978, 369, 10
MM, 976, 369, 0
MM, 975, 369, 10
MM, 974, 369, 10
MM, 972, 369, 10
MM, 971, 369, 0
MM, 970, 369, 10
MM, 967, 369, 10
MM, 964, 370, 0
MM, 962, 370, 15
MM, 960, 371, 5
MM, 958, 372, 10
MM, 956, 374, 0
MM, 955, 374, 11
MM, 954, 374, 9
MM, 953, 374, 0
MM, 952, 375, 10
MM, 951, 375, 10
MM, 949, 378, 5
MM, 945, 381, 5
MM, 942, 385, 10
MM, 939, 388, 0
MM, 934, 394, 10
MM, 930, 400, 10
MM, 928, 404, 10
MM, 926, 408, 0
MM, 925, 411, 10
MM, 924, 415, 10
MM, 923, 417, 0
MM, 923, 418, 10
MM, 923, 421, 10
MM, 923, 422, 10
MM, 923, 422, 5
MM, 923, 424, 5
MM, 923, 424, 10
MM, 923, 425, 0
MM, 924, 426, 10
MM, 925, 427, 10
MM, 926, 428, 0
MM, 927, 429, 10
MM, 928, 430, 10
MM, 929, 430, 10
MM, 930, 430, 0
MM, 931, 430, 20
MM, 931, 431, 5
MM, 931, 432, 15
MM, 932, 432, 0
MM, 933, 432, 20
MM, 933, 432, 10
MM, 934, 432, 20
MM, 935, 432, 40
MM, 936, 432, 10
MM, 936, 432, 20
MM, 937, 432, 0
MM, 938, 432, 20
MM, 938, 432, 10
MM, 939, 432, 5
MM, 940, 432, 15
MM, 940, 432, 10
MM, 941, 432, 15
MM, 942, 432, 25
MM, 943, 432, 30
MM, 943, 432, 10
MM, 943, 431, 50
MM, 944, 431, 51
MM, 945, 431, 79
MM, 945, 431, 356
MM, 946, 431, 44
MM, 947, 431, 30
MM, 947, 431, 10
MM, 948, 431, 5
MM, 948, 432, 5
MM, 949, 432, 15
MM, 950, 433, 5
MM, 950, 433, 10
MM, 951, 433, 10
MM, 952, 433, 0
MM, 952, 434, 10
MM, 953, 434, 10
MM, 953, 434, 0
MM, 953, 435, 10
MM, 954, 435, 10
MM, 954, 435, 0
MM, 955, 435, 20
MM, 955, 435, 10
MM, 956, 435, 20
MM, 957, 435, 30
MM, 958, 435, 0
MM, 958, 435, 20
MM, 959, 436, 20
MM, 960, 436, 10
MM, 960, 436, 20
MM, 960, 437, 111
MM, 960, 437, 119
MM, 960, 436, 50
MM, 960, 436, 20
MM, 960, 435, 20
MM, 960, 435, 280
MM, 960, 435, 10
MM, 961, 435, 20
MM, 964, 434, 230
MM, 966, 434, 12
MM, 969, 433, 5
MM, 972, 432, 8
MM, 973, 431, 5
MM, 976, 431, 10
MM, 979, 430, 0
MM, 982, 429, 10
MM, 985, 429, 10
MM, 988, 428, 0
MM, 990, 427, 10
MM, 991, 427, 10
MM, 992, 427, 0
MM, 993, 427, 10
MM, 994, 427, 20
MM, 994, 426, 0
MM, 995, 426, 10
MM, 996, 426, 10
MM, 996, 426, 0
MM, 996, 426, 10
MM, 997, 426, 10
MM, 998, 426, 10
MM, 999, 426, 20
MM, 999, 426, 10
MM, 1000, 426, 40
MM, 1001, 426, 40
MM, 1001, 426, 20
MM, 1002, 426, 10
MM, 1003, 426, 0
MM, 1004, 426, 10
MM, 1004, 426, 10
MM, 1006, 426, 0
MM, 1007, 426, 20
MM, 1009, 426, 0
MM, 1012, 426, 10
MM, 1013, 425, 10
MM, 1015, 425, 10
MM, 1018, 425, 5
MM, 1018, 424, 5
MM, 1019, 424, 10
MM, 1021, 424, 0
MM, 1021, 424, 10
MM, 1022, 424, 10
MM, 1023, 424, 0
MM, 1023, 424, 10
MM, 1024, 423, 20
MM, 1025, 423, 20
MM, 1026, 423, 20
MM, 1026, 423, 70
MM, 1027, 423, 20
MM, 1028, 423, 15
MM, 1028, 423, 5
MM, 1029, 423, 10
MM, 1031, 423, 0
MM, 1031, 423, 10
MM, 1032, 423, 10
MM, 1033, 423, 10
MM, 1033, 423, 0
MM, 1034, 423, 20
MM, 1034, 424, 0
MM, 1035, 424, 10
MM, 1033, 424, 510
MM, 1031, 424, 0
MM, 1029, 424, 10
MM, 1026, 423, 10
MM, 1024, 422, 10
MM, 1021, 422, 0
MM, 1019, 421, 10
MM, 1016, 420, 10
MM, 1015, 420, 0
MM, 1012, 420, 10
MM, 1011, 419, 10
MM, 1011, 419, 0
MM, 1010, 419, 10
MM, 1009, 419, 10
MM, 1009, 418, 10
MM, 1008, 418, 0
MM, 1007, 418, 20
MM, 1007, 418, 20
MM, 1006, 418, 10
MM, 1005, 417, 20
MM, 1004, 417, 80
MM, 1004, 417, 50
MM, 1004, 416, 20
MM, 1004, 415, 30
MM, 1004, 415, 10
MM, 995, 417, 5645
MM, 986, 420, 5
MM, 982, 421, 10
MM, 980, 422, 5
MM, 977, 423, 10
MM, 976, 424, 5
MM, 975, 424, 10
MM, 975, 425, 3
MM, 975, 425, 22
MM, 974, 425, 5
MM, 973, 425, 10
MM, 971, 426, 5
MM, 967, 426, 5
MM, 963, 427, 10
MM, 958, 427, 10
MM, 952, 430, 0
MM, 945, 431, 10
MM, 940, 433, 10
MM, 932, 436, 0
MM, 930, 436, 13
MM, 926, 437, 7
MM, 924, 438, 5
MM, 922, 439, 10
MM, 920, 440, 5
MM, 919, 441, 10
MM, 917, 441, 0
MM, 916, 442, 10
MM, 915, 442, 20
MM, 914, 442, 11
MM, 914, 442, 19
MM, 914, 443, 15
MM, 913, 444, 30
MM, 912, 444, 5
MM, 911, 447, 10
MM, 909, 450, 5
MM, 906, 454, 5
MM, 901, 458, 10
MM, 898, 463, 5
MM, 895, 467, 5
MM, 892, 470, 10
MM, 890, 473, 4
MM, 888, 474, 11
MM, 886, 476, 5
MM, 885, 476, 10
MM, 884, 477, 5
MM, 883, 478, 15
MM, 883, 478, 20
MM, 883, 479, 15
MM, 883, 480, 19
MM, 883, 481, 16
MM, 883, 481, 15
MM, 883, 482, 15
MM, 883, 483, 10
MM, 883, 483, 15
MM, 883, 484, 100
MM, 883, 484, 35
MM, 883, 485, 10
MM, 884, 485, 65
MM, 884, 485, 30
MM, 885, 485, 15
MM, 886, 485, 25
MM, 886, 485, 55
MM, 886, 486, 30
MM, 887, 486, 45
MM, 887, 486, 20
MM, 887, 487, 20
MM, 888, 487, 5
MM, 889, 488, 40
MM, 889, 488, 215
MM, 889, 488, 15
MM, 889, 489, 80
MM, 889, 490, 25
MP, 1, 145
MR, 1, 220
MC, 1, 0
MM, 895, 487, 1090
MM, 900, 484, 10
MM, 901, 481, 0
MM, 904, 479, 10
MM, 906, 478, 10
MM, 906, 476, 10
MM, 907, 476, 5
MM, 907, 476, 5
MM, 907, 475, 20
MM, 907, 474, 40
MM, 907, 474, 30
MM, 907, 473, 10
MM, 908, 472, 10
MM, 909, 471, 0
MM, 910, 471, 10
MM, 910, 470, 10
MM, 911, 468, 0
MM, 914, 467, 9
MM, 917, 465, 11
MM, 919, 462, 0
MM, 920, 461, 10
MM, 921, 460, 10
MM, 922, 460, 10
MM, 922, 459, 0
MM, 922, 458, 10
MM, 923, 458, 10
MM, 924, 458, 0
MM, 924, 457, 10
MM, 925, 456, 10
MM, 927, 454, 0
MM, 929, 453, 10
MM, 932, 452, 10
MM, 933, 452, 10
MM, 936, 450, 5
MM, 938, 449, 5
MM, 941, 448, 10
MM, 942, 447, 0
MM, 944, 445, 10
MM, 946, 444, 10
MM, 947, 444, 10
MM, 949, 444, 5
MM, 951, 443, 5
MM, 953, 442, 10
MM, 954, 441, 0
MM, 956, 440, 10
MM, 958, 438, 10
MM, 959, 438, 0
MM, 961, 437, 10
MM, 963, 436, 10
MM, 965, 434, 0
MM, 967, 432, 10
MM, 968, 432, 10
MM, 969, 431, 9
MM, 970, 431, 0
MM, 970, 430, 21
MM, 971, 429, 10
MM, 971, 429, 20
MM, 972, 429, 0
MM, 972, 428, 10
MM, 972, 427, 10
MM, 972, 427, 0
MM, 973, 426, 20
MM, 973, 425, 10
MM, 974, 424, 0
MM, 975, 424, 20
MM, 975, 423, 10
MM, 975, 423, 10
MM, 976, 422, 10
MM, 976, 422, 20
MM, 976, 421, 20
MM, 977, 421, 10
MM, 977, 420, 10
MM, 977, 419, 10
MM, 978, 419, 20
MM, 978, 419, 0
MM, 979, 419, 10
MM, 980, 418, 10
MM, 980, 418, 0
MM, 981, 417, 10
MM, 982, 417, 20
MM, 982, 417, 0
MM, 983, 417, 20
MM, 984, 417, 10
MM, 985, 417, 10
MM, 985, 417, 30
MM, 986, 417, 55
MM, 986, 417, 5
MM, 987, 417, 10
MM, 987, 416, 0
MM, 988, 416, 10
MM, 988, 415, 10
MM, 989, 415, 0
MM, 989, 415, 10
MM, 990, 414, 10
MM, 991, 414, 10
MM, 992, 414, 5
MM, 992, 414, 8
MM, 993, 414, 17
MM, 994, 414, 10
MM, 994, 414, 20
MM, 994, 414, 10
MM, 994, 413, 70
MM, 995, 413, 20
MM, 995, 412, 10
MM, 996, 412, 15
MM, 996, 412, 16
MM, 996, 411, 59
MP, 1, 390
MR, 1, 220
MC, 1, 0
MM, 995, 414, 2140
MM, 990, 422, 9
MM, 987, 428, 11
MM, 984, 432, 0
MM, 982, 436, 10
MM, 980, 438, 10
MM, 979, 440, 10
MM, 979, 440, 0
MM, 978, 441, 10
MM, 977, 442, 10
MM, 977, 443, 10
MM, 976, 443, 10
MM, 975, 445, 0
MM, 972, 447, 15
MM, 970, 450, 5
MM, 967, 454, 10
MM, 965, 457, 0
MM, 963, 461, 10
MM, 962, 463, 10
MM, 961, 467, 0
MM, 960, 470, 10
MM, 960, 473, 10
MM, 959, 474, 0
MM, 959, 476, 10
MM, 958, 478, 10
MM, 958, 479, 10
MM, 958, 482, 0
MM, 957, 483, 10
MM, 957, 483, 10
MM, 957, 484, 0
MM, 957, 486, 10
MM, 956, 487, 10
MM, 955, 488, 0
MM, 955, 491, 10
MM, 954, 494, 10
MM, 953, 498, 10
MM, 953, 500, 0
MM, 953, 505, 10
MM, 952, 511, 10
MM, 952, 515, 0
MM, 952, 518, 10
MM, 952, 523, 10
MM, 952, 526, 10
MM, 952, 529, 0
MM, 952, 530, 10
MM, 952, 533, 10
MM, 952, 534, 0
MM, 952, 534, 11
MM, 952, 535, 9
MM, 952, 536, 0
MM, 952, 537, 10
MM, 952, 537, 20
MM, 952, 538, 0
MM, 952, 540, 10
MM, 952, 540, 10
MM, 952, 541, 0
MM, 952, 542, 10
MM, 952, 544, 10
MM, 952, 546, 0
MM, 952, 547, 10
MM, 951, 549, 10
MM, 951, 552, 10
MM, 950, 553, 0
MM, 950, 554, 10
MM, 950, 556, 10
MM, 950, 556, 10
MM, 950, 557, 11
MM, 950, 558, 0
MM, 950, 559, 19
MM, 950, 559, 10
MM, 950, 560, 10
MM, 950, 561, 10
MM, 950, 561, 0
MM, 950, 562, 10
MM, 950, 563, 10
MM, 950, 565, 10
MM, 950, 567, 0
MM, 950, 568, 10
MM, 950, 571, 10
MM, 950, 573, 0
MM, 950, 573, 10
MM, 950, 575, 10
MM, 950, 576, 10
MM, 950, 576, 0
MM, 950, 577, 10
MM, 950, 578, 10
MM, 950, 578, 5
MM, 950, 579, 5
MM, 950, 580, 10
MM, 950, 581, 20
MM, 950, 581, 20
MM, 950, 582, 10
MM, 951, 582, 11
MM, 952, 583, 9
MM, 954, 583, 10
MM, 957, 583, 10
MM, 959, 583, 10
MM, 961, 583, 0
MM, 964, 583, 10
MM, 965, 583, 10
MM, 966, 583, 10
MM, 967, 583, 10
MM, 967, 583, 0
MM, 967, 583, 10
MM, 968, 583, 11
MM, 969, 583, 9
MM, 969, 583, 20
MM, 970, 583, 20
MM, 970, 582, 10
MM, 971, 582, 0
MM, 971, 582, 10
MM, 972, 582, 10
MM, 972, 581, 10
MM, 972, 581, 11
MM, 973, 581, 9
MM, 973, 580, 10
MM, 974, 580, 5
MM, 974, 579, 5
MM, 975, 579, 10
MM, 976, 579, 10
MM, 977, 578, 20
MM, 977, 578, 10
MM, 977, 577, 12
MM, 977, 577, 8
MM, 978, 576, 5
MM, 978, 574, 5
MM, 979, 573, 10
MM, 979, 570, 0
MM, 979, 566, 10
MM, 979, 564, 10
MM, 979, 561, 0
MM, 979, 557, 10
MM, 979, 556, 10
MM, 979, 554, 10
MM, 979, 552, 0
MM, 979, 550, 10
MM, 979, 549, 10
MM, 979, 548, 0
MM, 979, 548, 11
MM, 979, 547, 9
MM, 979, 546, 10
MM, 979, 545, 0
MM, 980, 542, 10
MM, 980, 539, 10
MM, 981, 535, 0
MM, 982, 530, 10
MM, 984, 527, 10
MM, 984, 525, 0
MM, 985, 522, 15
MM, 985, 520, 6
MM, 985, 519, 9
MM, 985, 516, 0
MM, 985, 514, 12
MM, 985, 513, 8
MM, 985, 513, 0
MM, 985, 512, 10
MM, 985, 511, 20
MM, 985, 511, 0
MM, 985, 510, 10
MM, 985, 509, 10
MM, 985, 508, 0
MM, 985, 507, 10
MM, 984, 506, 10
MM, 984, 505, 0
MM, 983, 503, 15
MM, 983, 501, 7
MM, 982, 498, 8
MM, 982, 495, 5
MM, 982, 492, 5
MM, 981, 489, 10
MM, 979, 487, 0
MM, 978, 484, 10
MM, 977, 481, 10
MM, 976, 479, 0
MM, 974, 477, 10
MM, 972, 475, 10
MM, 972, 472, 10
MM, 971, 470, 0
MM, 970, 469, 10
MM, 969, 466, 10
MM, 969, 464, 2
MM, 969, 462, 8
MM, 968, 460, 10
MM, 968, 457, 0
MM, 967, 455, 10
MM, 966, 453, 10
MM, 966, 450, 10
MM, 965, 448, 0
MM, 964, 446, 10
MM, 964, 444, 10
MM, 963, 441, 0
MM, 963, 440, 10
MM, 962, 438, 10
MM, 962, 436, 10
MM, 962, 436, 2
MM, 961, 435, 8
MM, 961, 434, 10
MM, 960, 433, 0
MM, 960, 433, 10
MM, 960, 432, 10
MM, 960, 431, 0
MM, 960, 430, 10
MM, 960, 428, 10
MM, 960, 427, 10
MM, 960, 424, 0
MM, 960, 421, 10
MM, 960, 420, 10
MM, 959, 417, 0
MM, 959, 416, 12
MM, 959, 415, 8
MM, 959, 413, 10
MM, 958, 411, 5
MM, 958, 410, 5
MM, 957, 408, 10
MM, 957, 405, 0
MM, 957, 403, 10
MM, 957, 401, 10
MM, 956, 398, 0
MM, 956, 395, 10
MM, 955, 391, 10
MM, 954, 388, 0
MM, 953, 384, 10
MM, 952, 380, 13
MM, 951, 378, 7
MM, 951, 374, 0
MM, 950, 371, 10
MM, 949, 367, 10
MM, 949, 366, 0
MM, 949, 364, 15
MM, 949, 362, 5
MM, 948, 362, 10
MM, 948, 361, 0
MM, 947, 360, 10
MM, 947, 360, 10
MM, 947, 359, 0
MM, 947, 358, 23
MM, 947, 357, 17
MM, 947, 357, 10
MM, 946, 357, 20
MWM, 946, 357, -1, 3, 1, 950
MWM, 946, 357, 0, 3, 1, 10
MWM, 946, 357, 0, 3, 1, 0
MWM, 946, 357, 0, 3, 1, 10
MWM, 946, 357, 0, 3, 1, 10
MWM, 946, 357, 0, 3, 1, 0
MWM, 946, 357, 0, 3, 1, 10
MWM, 946, 357, 0, 3, 1, 10
MWM, 946, 357, 0, 3, 1, 0
MWM, 946, 357, 0, 3, 1, 9
MWM, 946, 357, 0, 3, 1, 11
MWM, 946, 357, 0, 3, 1, 10
MWM, 946, 357, 0, 3, 1, 0
MWM, 946, 357, 0, 3, 1, 10
MWM, 946, 357, 0, 3, 1, 10
MWM, 946, 357, 0, 3, 1, 5
MWM, 946, 357, 0, 3, 1, 5
MWM, 946, 357, 0, 3, 1, 10
MWM, 946, 357, 0, 3, 1, 20
MWM, 946, 357, 0, 3, 1, 20
MWM, 946, 357, 0, 3, 1, 20
MWM, 946, 357, 0, 3, 1, 20
MWM, 946, 357, 0, 3, 1, 20
MWM, 946, 357, 0, 3, 1, 20
MM, 953, 341, 120
MM, 966, 312, 10
MM, 979, 286, 10
MM, 989, 267, 5
MM, 996, 251, 5
MM, 1000, 241, 10
MM, 1002, 232, 5
MM, 1002, 228, 5
MM, 1003, 228, 10
MM, 1003, 226, 10
MM, 1003, 225, 0
MM, 1003, 225, 20
MM, 1003, 224, 55
MM, 1004, 224, 5
MM, 1004, 223, 11
MM, 1005, 223, 0
MM, 1006, 223, 9
MM, 1007, 221, 10
MM, 1007, 220, 10
MM, 1008, 220, 0
MM, 1010, 217, 10
MM, 1011, 215, 10
MM, 1012, 213, 0
MM, 1014, 211, 9
MM, 1016, 209, 11
MM, 1017, 206, 10
MM, 1017, 206, 10
MM, 1018, 205, 10
MM, 1018, 204, 0
MM, 1018, 204, 10
MM, 1018, 203, 10
MM, 1019, 203, 0
MM, 1019, 203, 10
MM, 1019, 202, 20
MM, 1020, 201, 20
MM, 1020, 201, 20
MM, 1021, 201, 20
MM, 1021, 200, 50
MM, 1022, 200, 40
MM, 1023, 199, 30
MM, 1023, 199, 10
MM, 1024, 199, 70
MM, 1025, 199, 10
MM, 1025, 198, 10
MM, 1026, 198, 0
MM, 1027, 197, 10
MM, 1028, 197, 10
MM, 1029, 197, 10
MM, 1030, 197, 10
MM, 1030, 197, 10
MM, 1032, 197, 7
MM, 1033, 197, 3
MM, 1034, 196, 10
MM, 1036, 196, 0
MM, 1038, 195, 10
MM, 1039, 195, 10
MM, 1040, 195, 0
MM, 1041, 195, 10
MM, 1042, 195, 10
MM, 1043, 195, 10
MM, 1044, 195, 0
MM, 1044, 195, 10
MM, 1045, 195, 10
MM, 1046, 195, 0
MM, 1046, 194, 30
MM, 1047, 194, 10
MM, 1048, 194, 10
MM, 1049, 194, 20
MM, 1049, 194, 20
MM, 1050, 194, 20
MM, 1051, 194, 10
MM, 1051, 194, 20
MM, 1052, 194, 5
MM, 1053, 194, 5
MM, 1053, 194, 10
MM, 1054, 194, 10
MM, 1055, 194, 10
MM, 1056, 194, 10
MM, 1056, 194, 15
MM, 1057, 194, 15
MM, 1058, 194, 10
MM, 1050, 213, 368
MM, 1044, 231, 2
MM, 1039, 247, 10
MM, 1037, 263, 10
MM, 1035, 276, 0
MM, 1034, 289, 10
MM, 1030, 305, 10
MM, 1026, 322, 0
MM, 1021, 341, 10
MM, 1017, 361, 10
MM, 1012, 381, 10
MM, 1009, 398, 0
MM, 1006, 411, 10
MM, 1004, 421, 10
MM, 1001, 429, 0
MM, 999, 433, 10
MM, 998, 437, 10
MWM, 998, 437, 1, 3, 1, 220
MWM, 998, 437, 0, 3, 1, 9
MWM, 998, 437, 0, 3, 1, 0
MWM, 998, 437, 0, 3, 1, 11
MWM, 998, 437, 0, 3, 1, 9
MWM, 998, 437, 0, 3, 1, 0
MWM, 998, 437, 0, 3, 1, 11
MWM, 998, 437, 0, 3, 1, 10
MWM, 998, 437, 0, 3, 1, 0
MWM, 998, 437, 0, 3, 1, 650
MWM, 998, 437, 0, 3, 1, 9
MWM, 998, 437, 0, 3, 1, 0
MWM, 998, 437, 0, 3, 1, 11
MWM, 998, 437, 0, 3, 1, 10
MWM, 998, 437, 0, 3, 1, 10
MWM, 998, 437, 0, 3, 1, 0
MWM, 998, 437, 0, 3, 1, 10
MWM, 998, 437, 0, 3, 1, 10
MWM, 998, 437, 0, 3, 1, 0
MWM, 998, 437, 0, 3, 1, 20
MWM, 998, 437, 0, 3, 1, 50
MWM, 998, 437, 0, 3, 1, 60
MM, 1001, 427, 580
MM, 1005, 417, 0
MM, 1008, 406, 10
MM, 1009, 396, 10
MM, 1009, 386, 0
MM, 1009, 379, 10
MM, 1009, 372, 10
MM, 1009, 367, 10
MM, 1009, 362, 0
MM, 1009, 355, 10
MM, 1009, 352, 10
MM, 1008, 350, 0
MM, 1008, 347, 10
MM, 1008, 344, 10
MM, 1008, 342, 10
MM, 1008, 339, 0
MM, 1008, 335, 10
MM, 1008, 334, 10
MM, 1008, 331, 0
MM, 1008, 329, 10
MM, 1008, 327, 10
MM, 1009, 325, 0
MM, 1010, 322, 10
MM, 1011, 318, 10
MM, 1012, 316, 10
MM, 1014, 312, 0
MM, 1016, 307, 10
MM, 1021, 298, 10
MM, 1027, 291, 0
MM, 1034, 280, 10
MM, 1042, 271, 10
MM, 1046, 263, 0
MM, 1048, 258, 10
MM, 1049, 256, 12
MM, 1049, 254, 8
MM, 1049, 254, 0
MM, 1049, 253, 20
MM, 1049, 252, 10
MM, 1049, 252, 20
MM, 1049, 251, 20
MM, 1049, 250, 20
MM, 1049, 249, 10
MM, 1049, 249, 20
MM, 1049, 248, 10
MM, 1049, 247, 20
MM, 1049, 247, 11
MM, 1049, 246, 29
MM, 1050, 245, 10
MM, 1050, 244, 10
MM, 1051, 244, 0
MM, 1052, 241, 10
MM, 1054, 237, 10
MM, 1055, 233, 10
MM, 1055, 230, 0
MM, 1055, 227, 10
MM, 1055, 224, 10
MM, 1055, 222, 0
MM, 1054, 220, 10
MM, 1054, 219, 10
MM, 1053, 218, 0
MM, 1053, 217, 10
MM, 1052, 217, 20
MM, 1052, 216, 0
MM, 1052, 215, 20
MM, 1052, 215, 20
MM, 1052, 214, 10
MM, 1052, 213, 10
MM, 1053, 212, 10
MM, 1053, 212, 5
MM, 1054, 211, 5
MM, 1054, 210, 10
MM, 1054, 210, 0
MM, 1055, 210, 10
MM, 1056, 209, 10
MM, 1057, 206, 10
MM, 1059, 205, 0
MM, 1061, 203, 10
MM, 1061, 202, 10
MM, 1062, 201, 5
